"age","marital-status","relationship","race","sex","native-country"
26,"Married-civ-spouse","Husband","White","Male","United-States"
57,"Married-civ-spouse","Husband","White","Male","United-States"
59,"Married-civ-spouse","Husband","White","Male","United-States"
27,"Married-civ-spouse","Husband","White","Male","United-States"
31,"Never-married","Not-in-family","White","Male","United-States"
21,"Never-married","Own-child","White","Female","United-States"
29,"Never-married","Not-in-family","White","Male","United-States"
18,"Never-married","Own-child","White","Male","United-States"
52,"Married-civ-spouse","Husband","White","Male","United-States"
57,"Divorced","Not-in-family","White","Male","United-States"
60,"Never-married","Not-in-family","White","Male","United-States"
31,"Married-civ-spouse","Husband","White","Male","Canada"
23,"Never-married","Own-child","White","Female","United-States"
27,"Never-married","Own-child","White","Male","United-States"
42,"Married-civ-spouse","Husband","White","Male","United-States"
25,"Never-married","Not-in-family","White","Male","United-States"
49,"Never-married","Not-in-family","White","Female","United-States"
32,"Never-married","Not-in-family","White","Male","United-States"
19,"Never-married","Own-child","White","Male","United-States"
60,"Divorced","Not-in-family","White","Female","United-States"
42,"Married-civ-spouse","Husband","White","Male","United-States"
35,"Never-married","Not-in-family","White","Male","United-States"
48,"Never-married","Unmarried","Black","Female","United-States"
51,"Married-civ-spouse","Husband","White","Male","United-States"
29,"Never-married","Not-in-family","Amer-Indian-Eskimo","Male","United-States"
36,"Separated","Not-in-family","Black","Male","United-States"
17,"Never-married","Own-child","White","Female","United-States"
52,"Divorced","Not-in-family","White","Female","United-States"
24,"Never-married","Not-in-family","White","Male","United-States"
24,"Married-civ-spouse","Husband","White","Male","United-States"
26,"Never-married","Own-child","White","Male","United-States"
27,"Never-married","Own-child","White","Female","United-States"
39,"Never-married","Own-child","White","Male","United-States"
30,"Married-civ-spouse","Husband","Black","Male","United-States"
50,"Married-civ-spouse","Husband","White","Male","United-States"
52,"Married-civ-spouse","Husband","White","Male","United-States"
46,"Married-civ-spouse","Husband","White","Male","United-States"
23,"Never-married","Own-child","White","Female","United-States"
45,"Widowed","Not-in-family","Black","Female","United-States"
65,"Widowed","Unmarried","Black","Female","United-States"
29,"Married-civ-spouse","Husband","White","Male","United-States"
47,"Married-spouse-absent","Unmarried","White","Male","El-Salvador"
30,"Never-married","Own-child","Black","Male","United-States"
34,"Married-civ-spouse","Husband","White","Male","United-States"
38,"Married-civ-spouse","Husband","White","Male","United-States"
33,"Married-civ-spouse","Husband","White","Male","United-States"
49,"Married-civ-spouse","Husband","White","Male","United-States"
47,"Never-married","Unmarried","Black","Female","United-States"
49,"Separated","Unmarried","Black","Female","United-States"
43,"Married-civ-spouse","Husband","White","Male","United-States"
30,"Married-civ-spouse","Wife","Black","Female","United-States"
58,"Married-civ-spouse","Husband","White","Male","United-States"
19,"Never-married","Own-child","White","Female","United-States"
21,"Never-married","Not-in-family","White","Male","United-States"
33,"Married-civ-spouse","Husband","White","Male","United-States"
47,"Married-civ-spouse","Husband","White","Male","Cuba"
52,"Married-civ-spouse","Husband","White","Male","United-States"
26,"Divorced","Not-in-family","White","Male","United-States"
60,"Married-civ-spouse","Husband","White","Male","United-States"
21,"Never-married","Own-child","White","Male","United-States"
36,"Married-civ-spouse","Husband","White","Male","United-States"
31,"Married-civ-spouse","Husband","White","Male","United-States"
50,"Separated","Not-in-family","White","Male","United-States"
31,"Divorced","Unmarried","White","Female","United-States"
71,"Married-civ-spouse","Husband","White","Male","United-States"
30,"Married-civ-spouse","Husband","White","Male","United-States"
20,"Never-married","Own-child","White","Male","United-States"
24,"Never-married","Other-relative","White","Male","United-States"
35,"Married-civ-spouse","Husband","Asian-Pac-Islander","Male","Taiwan"
38,"Separated","Not-in-family","White","Female","United-States"
27,"Never-married","Own-child","White","Female","United-States"
29,"Never-married","Unmarried","Asian-Pac-Islander","Female","Philippines"
34,"Married-civ-spouse","Husband","White","Male","United-States"
44,"Married-civ-spouse","Husband","White","Male","United-States"
43,"Married-civ-spouse","Husband","White","Male","United-States"
44,"Married-civ-spouse","Husband","Black","Male","United-States"
35,"Never-married","Not-in-family","White","Male","United-States"
27,"Never-married","Not-in-family","White","Male","United-States"
43,"Never-married","Not-in-family","White","Male","United-States"
20,"Never-married","Not-in-family","White","Female","United-States"
42,"Divorced","Unmarried","White","Female","United-States"
27,"Married-civ-spouse","Husband","White","Male","United-States"
42,"Married-civ-spouse","Husband","Black","Male","United-States"
24,"Never-married","Not-in-family","White","Male","United-States"
48,"Divorced","Not-in-family","White","Male","United-States"
17,"Never-married","Own-child","White","Male","United-States"
33,"Married-civ-spouse","Husband","White","Male","United-States"
50,"Married-civ-spouse","Husband","White","Male","United-States"
22,"Never-married","Own-child","White","Female","United-States"
17,"Never-married","Own-child","White","Male","United-States"
32,"Married-civ-spouse","Husband","White","Male","Mexico"
31,"Never-married","Not-in-family","White","Male","United-States"
58,"Widowed","Not-in-family","White","Male","United-States"
29,"Never-married","Own-child","White","Male","United-States"
37,"Married-civ-spouse","Husband","White","Male","Portugal"
34,"Married-civ-spouse","Husband","White","Male","United-States"
23,"Separated","Unmarried","Black","Male","United-States"
18,"Never-married","Own-child","White","Female","United-States"
34,"Divorced","Not-in-family","White","Female","United-States"
45,"Married-civ-spouse","Wife","White","Female","United-States"
41,"Never-married","Not-in-family","White","Male","Dominican-Republic"
26,"Never-married","Other-relative","White","Male","United-States"
54,"Married-civ-spouse","Husband","White","Male","United-States"
24,"Never-married","Own-child","Black","Female","United-States"
42,"Married-civ-spouse","Husband","White","Male","United-States"
20,"Never-married","Own-child","White","Male","United-States"
23,"Never-married","Not-in-family","White","Female","United-States"
35,"Never-married","Not-in-family","White","Male","United-States"
31,"Married-civ-spouse","Husband","White","Male","United-States"
30,"Never-married","Own-child","White","Female","Poland"
19,"Never-married","Own-child","White","Female","United-States"
36,"Never-married","Not-in-family","White","Male","United-States"
31,"Widowed","Unmarried","White","Female","Cuba"
21,"Never-married","Own-child","White","Male","United-States"
31,"Married-civ-spouse","Husband","White","Male","United-States"
46,"Divorced","Unmarried","White","Female","United-States"
44,"Divorced","Own-child","White","Female","United-States"
40,"Married-civ-spouse","Husband","Black","Male","Jamaica"
45,"Never-married","Not-in-family","Black","Male","United-States"
60,"Married-civ-spouse","Husband","White","Male","United-States"
18,"Never-married","Other-relative","White","Male","United-States"
28,"Married-civ-spouse","Husband","White","Male","United-States"
36,"Divorced","Unmarried","Black","Female","United-States"
40,"Married-civ-spouse","Husband","White","Male","United-States"
36,"Divorced","Unmarried","White","Female","Honduras"
31,"Separated","Unmarried","Black","Female","United-States"
33,"Married-civ-spouse","Husband","White","Male","United-States"
19,"Never-married","Own-child","White","Female","United-States"
22,"Never-married","Own-child","White","Female","United-States"
34,"Married-civ-spouse","Husband","White","Male","United-States"
33,"Never-married","Not-in-family","White","Male","United-States"
41,"Married-civ-spouse","Husband","White","Male","United-States"
29,"Never-married","Not-in-family","White","Male","United-States"
50,"Married-civ-spouse","Husband","White","Male","United-States"
42,"Married-civ-spouse","Husband","White","Male","United-States"
44,"Married-civ-spouse","Wife","White","Female","United-States"
20,"Never-married","Not-in-family","White","Female","United-States"
31,"Married-civ-spouse","Husband","White","Male","Mexico"
23,"Never-married","Not-in-family","White","Female","United-States"
55,"Divorced","Not-in-family","Asian-Pac-Islander","Female","United-States"
26,"Married-civ-spouse","Husband","White","Male","United-States"
25,"Never-married","Own-child","White","Female","United-States"
35,"Married-civ-spouse","Husband","White","Male","United-States"
36,"Never-married","Not-in-family","Black","Female","United-States"
43,"Married-civ-spouse","Husband","White","Male","United-States"
56,"Widowed","Unmarried","Black","Female","United-States"
42,"Married-civ-spouse","Husband","White","Male","United-States"
19,"Never-married","Other-relative","White","Female","United-States"
55,"Married-civ-spouse","Husband","White","Male","United-States"
42,"Never-married","Not-in-family","White","Female","United-States"
26,"Never-married","Own-child","White","Male","United-States"
17,"Never-married","Own-child","White","Male","United-States"
42,"Married-civ-spouse","Wife","White","Female","United-States"
55,"Married-civ-spouse","Husband","White","Male","United-States"
32,"Never-married","Own-child","Black","Female","United-States"
29,"Never-married","Own-child","Black","Male","Haiti"
46,"Married-civ-spouse","Husband","White","Male","United-States"
29,"Married-civ-spouse","Husband","White","Male","United-States"
22,"Never-married","Unmarried","White","Male","United-States"
58,"Married-civ-spouse","Husband","White","Male","United-States"
23,"Never-married","Unmarried","White","Male","United-States"
39,"Never-married","Not-in-family","White","Male","United-States"
27,"Never-married","Own-child","White","Male","United-States"
54,"Married-civ-spouse","Husband","White","Male","United-States"
33,"Never-married","Not-in-family","White","Female","United-States"
46,"Married-civ-spouse","Wife","White","Female","United-States"
37,"Never-married","Not-in-family","Black","Male","United-States"
36,"Never-married","Not-in-family","White","Female","United-States"
